"Image","Label1","Label2","Label3","Llama 8B","Llama 36B","Vicuna 8B"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.9487","97.3077","90.4858"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.9031","97.2621","90.3846"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.9843","97.2564","90.4259"
"2023:06","Label1_value1","Label2_value2","Label3_value3","97.0598","97.2991","90.3846"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.0427","97.2749","90.3490"
"2023:02","Label1_value1","Label2_value2","Label3_value3","97.1068","97.2991","90.3262"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.0570","97.2721","90.3846"
"2023:08","Label1_value1","Label2_value2","Label3_value2","97.0342","97.3034","90.4829"
"2024:02","Label1_value1","Label2_value2","Label3_value3","96.9074","97.3077","90.3561"
"2023:02","Label1_value3","Label2_value2","Label3_value2","97.0556","97.2436","90.4017"
"2024:02","Label1_value1","Label2_value1","Label3_value3","96.8348","97.3248","90.4345"
"2023:02","Label1_value1","Label2_value2","Label3_value3","97.0442","97.3291","90.4088"
"2024:02","Label1_value2","Label2_value2","Label3_value2","97.0228","97.3063","90.4544"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.0684","97.2593","90.4231"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.0812","97.2977","90.3447"
"2024:02","Label1_value1","Label2_value2","Label3_value1","96.7621","97.2521","90.3932"
"2023:08","Label1_value3","Label2_value1","Label3_value4","96.9858","97.2578","90.3789"
"2024:02","Label1_value2","Label2_value2","Label3_value2","97.0726","97.3048","90.3519"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0869","97.2735","90.3960"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.0014","97.3105","90.4131"
"2023:02","Label1_value1","Label2_value1","Label3_value3","97.0527","97.3348","90.4060"
"2023:06","Label1_value3","Label2_value2","Label3_value3","97.0185","97.2920","90.3860"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.0869","97.2678","90.3533"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.9316","97.3162","90.3860"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0242","97.2806","90.4145"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.9017","97.3120","90.4302"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.0299","97.2920","90.4231"
"2023:02","Label1_value3","Label2_value1","Label3_value2","97.1011","97.2279","90.4615"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.0726","97.3162","90.3376"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.9088","97.2650","90.4046"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.0712","97.1766","90.3105"
"2023:02","Label1_value1","Label2_value1","Label3_value3","97.0769","97.3063","91.0028"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.0613","97.3006","90.3305"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.9715","97.3134","90.4302"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.0812","97.2493","90.4259"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.9729","97.3048","90.4387"
"2023:02","Label1_value1","Label2_value2","Label3_value3","96.8632","97.2521","90.3248"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.9046","97.2707","90.3348"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.7664","97.2635","90.3134"
"2023:02","Label1_value3","Label2_value1","Label3_value3","97.0299","97.2550","90.4786"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.9658","97.2650","90.4259"
"2023:02","Label1_value1","Label2_value2","Label3_value4","97.0670","97.2934","90.4288"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0840","97.2721","90.3875"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.9986","97.2749","90.4274"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.8704","97.3148","90.4330"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.9444","97.2493","90.3860"
"2024:02","Label1_value2","Label2_value2","Label3_value1","96.9687","97.2906","90.3746"
"2023:06","Label1_value3","Label2_value1","Label3_value3","97.0584","97.2764","90.3860"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.0613","97.1368","90.4416"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.9245","97.2835","90.3148"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.8974","97.2707","90.3476"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.9872","97.3191","91.2991"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.8917","97.2934","90.3575"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.9459","97.1866","90.3162"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.9915","97.2778","90.3504"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.0783","97.3148","90.3547"
"2024:02","Label1_value2","Label2_value1","Label3_value3","96.4402","97.2749","90.4017"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.0157","97.1068","90.3276"
"2023:02","Label1_value3","Label2_value1","Label3_value1","96.8974","97.3006","90.4131"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.0028","97.3134","90.3205"
"2023:08","Label1_value1","Label2_value1","Label3_value3","96.9886","97.2934","90.3533"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.0826","97.2464","90.4274"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.0712","97.2137","90.3362"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.0855","97.3177","90.4231"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.9957","97.2934","90.4316"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0940","97.3034","91.3091"
"2024:02","Label1_value3","Label2_value2","Label3_value4","97.0940","97.0940","90.3903"
"2024:02","Label1_value1","Label2_value1","Label3_value4","97.0413","97.3248","90.4302"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.8732","97.2308","90.4302"
"2023:08","Label1_value1","Label2_value2","Label3_value2","97.0869","97.3006","90.3875"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.1040","97.2764","90.3148"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.8803","97.3091","90.3547"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0869","97.3205","90.3761"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.0812","97.3219","90.4815"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.9943","97.2749","90.3875"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.0313","97.2920","90.4459"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.0513","97.2877","90.4217"
"2023:02","Label1_value2","Label2_value1","Label3_value2","96.9872","97.2536","90.3917"
"2023:08","Label1_value1","Label2_value1","Label3_value4","97.0741","97.3319","90.3462"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0157","97.3291","90.4957"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.0242","97.3205","90.8091"
"2024:02","Label1_value3","Label2_value1","Label3_value1","97.0584","97.2863","90.3932"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.0242","97.3433","90.4145"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.0214","97.3120","90.3575"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0655","97.3419","90.4302"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.9957","97.3519","90.3319"
"2023:08","Label1_value1","Label2_value1","Label3_value2","97.0228","97.2977","90.4160"
"2023:06","Label1_value3","Label2_value1","Label3_value2","97.0641","97.1909","90.3362"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.0741","97.3034","90.3860"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.0912","97.2934","90.3704"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.0313","97.2536","90.5028"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.9829","97.2877","90.3704"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.0869","97.2821","90.7536"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.1595","97.3462","90.3433"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.9701","97.2436","90.4316"
"2024:02","Label1_value2","Label2_value1","Label3_value4","96.9501","97.3390","90.3319"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.9031","97.2407","91.3034"
"2023:08","Label1_value1","Label2_value2","Label3_value3","97.1054","97.1809","90.6852"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.0769","97.2906","90.4274"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.0741","97.3262","90.4345"
"2023:02","Label1_value2","Label2_value2","Label3_value3","97.0954","97.2507","90.4188"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.9373","97.2735","90.4145"
"2023:06","Label1_value3","Label2_value2","Label3_value3","97.0399","97.2963","90.3219"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.9972","97.3219","90.3362"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.9858","97.2322","90.3860"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.1396","97.3219","90.3575"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.9601","97.1738","90.3661"
"2023:06","Label1_value2","Label2_value2","Label3_value3","96.9972","97.2892","90.3917"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.8974","97.3547","90.4003"
"2023:06","Label1_value2","Label2_value1","Label3_value1","96.9886","97.3319","90.3889"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.1026","97.2792","90.3234"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.0840","97.3490","90.4188"
"2023:06","Label1_value3","Label2_value2","Label3_value3","97.0826","97.3148","90.3889"
"2023:06","Label1_value1","Label2_value2","Label3_value4","97.1311","97.1866","90.3191"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0983","97.3276","90.3533"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0370","97.2607","90.3889"
"2023:06","Label1_value1","Label2_value2","Label3_value2","97.0313","97.2165","90.3989"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.0940","97.3433","90.4202"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.9245","97.3262","90.3462"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.9003","97.3476","90.4259"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.0413","97.3390","91.2236"
"2024:02","Label1_value1","Label2_value2","Label3_value3","96.9416","97.3333","90.3789"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0912","97.3305","90.4359"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.9943","97.3519","90.3376"
"2023:06","Label1_value1","Label2_value1","Label3_value1","97.0456","97.3205","90.3248"
"2023:02","Label1_value3","Label2_value2","Label3_value1","97.0840","97.2792","90.3547"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.9900","97.3248","90.3761"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.0912","97.2749","90.4217"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0712","97.3519","90.4274"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.9715","97.3319","90.3618"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.9858","97.3319","90.3276"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0883","97.3433","90.4316"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0028","97.3262","90.6838"
"2024:02","Label1_value2","Label2_value2","Label3_value2","97.0883","97.3148","90.3262"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.0883","97.2806","90.4074"
"2023:06","Label1_value2","Label2_value1","Label3_value1","97.0698","97.3348","90.3875"
"2024:02","Label1_value2","Label2_value2","Label3_value1","96.9929","97.3177","90.8547"
"2024:02","Label1_value3","Label2_value1","Label3_value3","97.0712","97.2991","90.3746"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.0670","97.3234","90.3960"
"2023:08","Label1_value3","Label2_value1","Label3_value1","97.0470","97.3305","90.3291"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.8832","97.3405","90.3689"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.0983","97.3405","90.3618"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.0556","97.3419","90.9601"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.9074","97.3120","90.4231"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.1111","97.2550","91.1681"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.9601","97.2977","90.3561"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.0812","97.3561","90.4088"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0755","97.3575","90.4302"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.9829","97.3191","90.3647"
"2023:02","Label1_value1","Label2_value2","Label3_value2","97.0370","97.3376","90.3960"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.0926","97.2920","90.4217"
"2023:06","Label1_value3","Label2_value2","Label3_value2","97.0726","97.3048","90.4387"
"2023:06","Label1_value2","Label2_value2","Label3_value4","97.1652","97.3390","90.3960"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.9003","97.3419","90.4174"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.0142","97.2635","90.3533"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.9088","97.3732","90.3732"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.0043","97.3533","90.4231"
"2023:06","Label1_value1","Label2_value1","Label3_value2","97.0883","97.3006","90.4359"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.0840","97.2806","90.3618"
"2023:06","Label1_value2","Label2_value2","Label3_value1","97.0954","97.2934","90.3974"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0940","97.3305","90.4316"
"2023:06","Label1_value1","Label2_value1","Label3_value1","97.0527","97.3419","90.4316"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.9758","97.1809","90.3447"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.9829","97.3262","90.4402"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.0199","97.1510","90.4302"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.0100","97.3048","90.3647"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.0812","97.3362","90.3276"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.0769","97.2578","90.4231"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.9259","97.3034","90.3333"
"2024:02","Label1_value3","Label2_value2","Label3_value1","97.1268","97.2293","90.4316"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.9145","97.3020","90.3632"
"2023:02","Label1_value3","Label2_value2","Label3_value1","97.0712","97.3419","90.3989"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0698","97.3333","90.4316"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.9915","97.3718","90.4330"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.8590","97.3348","90.4330"
"2023:02","Label1_value1","Label2_value1","Label3_value1","97.1111","97.3006","90.3661"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0698","97.3177","90.4330"
"2023:08","Label1_value3","Label2_value1","Label3_value4","97.0313","97.2721","90.3234"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.0185","97.3561","90.3875"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.1638","97.3590","90.4231"
"2023:06","Label1_value2","Label2_value2","Label3_value2","97.0527","97.3120","90.3661"
"2023:02","Label1_value3","Label2_value1","Label3_value4","97.0413","97.2379","90.3818"
"2023:08","Label1_value1","Label2_value1","Label3_value4","97.0869","97.3134","90.3846"
"2023:02","Label1_value3","Label2_value1","Label3_value4","97.0342","97.3077","90.3476"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.0370","97.2051","90.4316"
"2023:06","Label1_value1","Label2_value1","Label3_value2","97.0869","97.2123","90.3561"
"2024:02","Label1_value3","Label2_value2","Label3_value4","97.0926","97.3077","90.3689"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0855","97.3632","90.3305"
"2024:02","Label1_value1","Label2_value2","Label3_value3","97.0812","97.3476","90.4843"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.9473","97.2436","90.3689"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.9601","97.3575","90.4459"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1083","97.2479","90.6652"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.0726","97.2849","90.4217"
"2023:08","Label1_value1","Label2_value1","Label3_value1","96.9487","97.3789","90.3647"
"2024:02","Label1_value3","Label2_value1","Label3_value2","97.0983","97.3462","90.5883"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.8632","97.2507","90.3661"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.9544","97.3604","90.3974"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0271","97.3476","90.3647"
"2023:08","Label1_value2","Label2_value1","Label3_value4","96.9217","97.3276","90.3291"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.0513","97.3462","90.4858"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.0584","97.3105","90.3675"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.1296","97.3604","90.3319"
"2024:02","Label1_value3","Label2_value1","Label3_value4","96.8291","97.3462","90.4330"
"2024:02","Label1_value2","Label2_value2","Label3_value2","97.0769","97.3632","90.3519"
"2023:02","Label1_value1","Label2_value2","Label3_value1","97.0812","97.3405","90.9929"
"2023:08","Label1_value2","Label2_value1","Label3_value3","97.1239","97.3234","90.3504"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.0712","97.3561","90.3718"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0598","97.3162","90.3561"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.0969","97.3305","90.4316"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.0071","97.3020","90.3504"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.9245","97.2963","90.4402"
"2023:06","Label1_value2","Label2_value1","Label3_value3","97.1097","97.3319","90.3974"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1296","97.3462","90.3248"
"2024:02","Label1_value1","Label2_value1","Label3_value1","97.0014","97.3262","90.3974"
"2023:08","Label1_value2","Label2_value2","Label3_value2","97.0285","97.3661","90.4160"
"2023:06","Label1_value1","Label2_value1","Label3_value3","97.0940","97.2977","90.3490"
"2023:06","Label1_value1","Label2_value1","Label3_value1","97.0442","97.3333","90.4174"
"2024:02","Label1_value3","Label2_value2","Label3_value4","96.8746","97.2265","90.4316"
"2023:02","Label1_value1","Label2_value2","Label3_value2","97.1068","97.3333","90.4288"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.0000","97.3034","90.3647"
"2024:02","Label1_value3","Label2_value1","Label3_value1","96.8533","97.2906","90.3476"
"2024:02","Label1_value3","Label2_value1","Label3_value1","96.9872","97.3504","90.4387"
"2023:02","Label1_value1","Label2_value1","Label3_value2","96.9103","97.2009","90.3946"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.9516","97.2949","90.3960"
"2023:02","Label1_value2","Label2_value2","Label3_value1","97.0427","97.2550","90.4217"
"2023:02","Label1_value2","Label2_value2","Label3_value2","97.1125","97.2877","90.4088"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.0356","97.3191","90.4302"
"2023:06","Label1_value3","Label2_value2","Label3_value4","97.1239","97.3704","90.3390"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.0798","97.2222","90.3803"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.1382","97.3348","90.3490"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.1581","97.3718","90.3675"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.1296","97.3661","90.4245"
"2023:06","Label1_value1","Label2_value2","Label3_value4","97.1097","97.2407","90.3390"
"2023:06","Label1_value2","Label2_value2","Label3_value1","97.1311","97.3305","90.4060"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.0085","97.2806","90.3604"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0613","97.3134","90.3504"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.9900","97.3177","90.3291"
"2023:08","Label1_value1","Label2_value2","Label3_value1","97.0627","97.3504","90.4188"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.0513","97.3148","90.3974"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.9117","97.3405","90.4416"
"2023:08","Label1_value1","Label2_value1","Label3_value1","97.1068","97.3490","90.3761"
"2023:02","Label1_value1","Label2_value2","Label3_value2","97.0855","97.3547","90.4259"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.1254","97.2422","90.4202"
"2024:02","Label1_value3","Label2_value2","Label3_value4","97.0826","97.3333","90.3960"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1140","97.2949","90.4359"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.9530","97.3803","90.4316"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.9687","97.3575","91.0385"
"2024:02","Label1_value3","Label2_value1","Label3_value1","97.1154","97.2222","90.3960"
"2023:02","Label1_value2","Label2_value2","Label3_value4","97.1296","97.3433","90.4003"
"2023:08","Label1_value2","Label2_value1","Label3_value4","97.0228","97.3276","90.3689"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.9601","97.3376","90.7521"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1396","97.2735","90.3960"
"2024:02","Label1_value2","Label2_value1","Label3_value1","97.1168","97.3105","90.4231"
"2024:02","Label1_value1","Label2_value2","Label3_value1","97.0940","97.3177","90.4217"
"2024:02","Label1_value1","Label2_value2","Label3_value4","97.1667","97.3490","90.3575"
"2023:06","Label1_value1","Label2_value2","Label3_value1","97.0897","97.3732","90.3376"
"2024:02","Label1_value2","Label2_value1","Label3_value2","96.9701","97.3319","90.3917"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0855","97.3561","91.1652"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.1866","97.3504","90.3818"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.1467","97.3746","90.4231"
"2024:02","Label1_value3","Label2_value2","Label3_value3","97.1111","97.3746","90.4402"
"2023:02","Label1_value1","Label2_value2","Label3_value4","97.0299","97.3604","90.4886"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.9615","97.3917","90.3405"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.0413","97.3661","90.3433"
"2024:02","Label1_value3","Label2_value2","Label3_value2","97.1553","97.3219","90.3348"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.9858","97.3661","90.3533"
"2023:02","Label1_value1","Label2_value1","Label3_value3","97.1026","97.3433","90.4345"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.0356","97.3675","90.3618"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.0342","97.3177","90.4245"
"2023:08","Label1_value2","Label2_value2","Label3_value4","97.0940","97.3248","90.3519"
"2023:08","Label1_value3","Label2_value2","Label3_value4","97.0627","97.3462","90.3447"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.8547","97.3234","90.3632"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0912","97.3661","90.4402"
"2023:06","Label1_value2","Label2_value1","Label3_value2","97.1538","97.3590","90.5014"
"2024:02","Label1_value2","Label2_value1","Label3_value1","97.0897","97.3803","90.4430"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.9587","97.3533","90.3433"
"2023:08","Label1_value3","Label2_value2","Label3_value1","97.0570","97.3632","90.3860"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.1325","97.3775","90.3860"
"2024:02","Label1_value2","Label2_value1","Label3_value3","97.1410","97.3818","90.3989"
"2024:02","Label1_value2","Label2_value1","Label3_value4","97.1097","97.3162","90.4387"
"2023:08","Label1_value1","Label2_value1","Label3_value3","97.0869","97.3875","90.3875"
"2023:08","Label1_value1","Label2_value2","Label3_value3","97.1197","97.3462","90.4402"
"2024:02","Label1_value1","Label2_value1","Label3_value2","97.1011","97.3818","90.6083"
"2023:08","Label1_value2","Label2_value1","Label3_value1","97.0826","97.3476","90.3989"
"2024:02","Label1_value3","Label2_value1","Label3_value4","97.1396","97.3618","90.4231"
"2023:08","Label1_value3","Label2_value1","Label3_value3","97.0556","97.3519","90.9530"
"2023:02","Label1_value1","Label2_value2","Label3_value4","97.0926","97.3590","90.3533"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.8761","97.3348","90.3604"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.0855","97.2977","90.5484"
"2023:06","Label1_value2","Label2_value1","Label3_value4","97.0071","97.2906","90.5114"
"2024:02","Label1_value2","Label2_value2","Label3_value4","97.0299","97.3661","90.3476"
"2023:08","Label1_value2","Label2_value2","Label3_value3","97.1311","97.3604","90.4359"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.1054","97.3575","90.4373"
"2023:02","Label1_value2","Label2_value1","Label3_value1","97.1481","97.3547","90.3504"
"2023:08","Label1_value3","Label2_value2","Label3_value3","97.1425","97.3561","90.4103"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.0798","97.3718","90.4003"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.9658","97.3248","90.4231"
"2023:02","Label1_value3","Label2_value1","Label3_value1","97.1681","97.3077","90.3789"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.1296","97.3689","90.3675"
"2023:02","Label1_value2","Label2_value2","Label3_value3","97.0370","97.3248","90.3989"
"2023:02","Label1_value1","Label2_value1","Label3_value4","97.1510","97.3533","90.3946"
"2024:02","Label1_value1","Label2_value2","Label3_value3","97.0071","97.3205","90.3875"
"2023:08","Label1_value1","Label2_value2","Label3_value4","97.0783","97.2365","90.4573"
"2023:06","Label1_value3","Label2_value1","Label3_value1","97.1339","97.3177","91.2080"
"2024:02","Label1_value1","Label2_value2","Label3_value3","97.0271","97.3433","90.5513"
"2023:08","Label1_value3","Label2_value2","Label3_value2","97.0470","97.3447","90.4402"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.1154","97.3604","90.3561"
"2023:02","Label1_value2","Label2_value1","Label3_value4","97.0969","97.2863","90.4359"
"2023:02","Label1_value3","Label2_value2","Label3_value3","97.0983","97.2977","91.0214"
"2023:08","Label1_value3","Label2_value1","Label3_value2","97.0199","97.3561","91.1425"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.1168","97.3732","90.4046"
"2023:06","Label1_value1","Label2_value1","Label3_value4","97.0926","97.3362","90.4416"
"2023:02","Label1_value2","Label2_value1","Label3_value3","97.1140","97.3333","90.3533"
"2023:06","Label1_value3","Label2_value1","Label3_value4","97.1638","97.3732","90.4160"
"2023:02","Label1_value3","Label2_value2","Label3_value4","97.0755","97.3419","90.3547"
"2023:02","Label1_value2","Label2_value1","Label3_value2","97.0712","97.2735","90.3632"
"2023:06","Label1_value3","Label2_value2","Label3_value1","97.0299","97.2821","90.4416"
"2023:02","Label1_value1","Label2_value1","Label3_value1","97.1154","97.3533","90.4202"
"2024:02","Label1_value2","Label2_value2","Label3_value1","97.0741","97.3305","90.5000"
"2023:06","Label1_value3","Label2_value1","Label3_value4","96.9658","97.3319","90.4274"
"2023:02","Label1_value3","Label2_value1","Label3_value4","97.1182","97.3519","90.3732"
"2023:06","Label1_value2","Label2_value2","Label3_value1","97.1439","97.2721","90.3618"
"2023:06","Label1_value2","Label2_value2","Label3_value3","97.0299","97.3604","90.3917"
"2024:02","Label1_value2","Label2_value1","Label3_value2","97.1225","97.3632","90.3746"
